,FAA,name,state,city
12577,17MU,B-B Airfield,MO,Osborn
12578,US-0624,Saunders Field,MO,Osborn
12579,KK75,Osborne Municipal Airport,KS,Osborne
12580,6MO4,Wixted Airport,MO,Osceola
12581,WN86,St Croix Valley Airport,WI,Osceola
12582,K7M4,Osceola Municipal Airport,AR,Osceola
12583,US-6212,Bowman Airport,AR,Osceola
12584,US-6409,Girdley Flying Service Airport,AR,Osceola
12585,51WI,Gallinger Airport,WI,Oshkosh
12586,IA32,Pierson Field,IA,Oskaloosa
12587,IA63,Edgren Airport,IA,Oskaloosa
12588,7KS0,Flying T Airport,KS,Oskaloosa
12589,2IN0,Skip's Place Airport,IN,Ossian
12590,3MN9,Schumacher Airport,MN,Oster
12591,1PS0,Ickes Airport,PA,Osterburg
12592,OI85,Mill Creek Airport,OH,Ostrander
12593,85LL,Wormley Airport,IL,Oswego
12594,6WA4,Ochoa Field,WA,Othello
12595,0ME4,Peasley Field,ME,Otis
12596,94MI,Red Aero Field Ultralight Flightpark,MI,Otsego
12597,51OH,Agner Airport,OH,Ottawa
12598,SN42,Harrod Airport,KS,Ottawa
12599,SN57,Witham Airport,KS,Ottawa
12600,IN29,Durflinger Airport,IN,Otterbein
12601,AL71,Willow Point Airport,AL,Our Town
12602,32TT,The Mesquite Bean Airport,TX,Ovalo
12603,7KS2,Cloud Airport,KS,Overbrook
12604,TS71,Flying B Ranch Airport,TX,Ovilla
12605,3AL8,Flint River Ranch Airport,AL,Owens Crossroads
12606,0KY4,Cambron Field,KY,Owensboro
12607,13KY,Miles Airport,KY,Owensboro
12608,US-0803,Red Oak Airport,MO,Owensville
12609,6MO6,Winter Field,MO,Owensville
12610,0KY0,Owen Air Park,KY,Owenton
12611,61KY,Schroder Airport,KY,Owenton
12612,4MD9,St John Airport,MD,Owings Mills
12613,7MI6,Wightman Airport,MI,Owosso
12614,K10U,Owyhee Airport,NV,Owyhee
12615,NE21,Clyde Airfield,NE,Oxford
12616,31FA,S & S Avion Ranch Airport,FL,Oxford
12617,2GA1,Poole Farm Airport,GA,Oxford
12618,37MI,Handleman Sky Ranch Airport,MI,Oxford
12619,WS02,Polish Paradise Airport,WI,Oxford
12620,2WI9,Bulldog Ranch Airport,WI,Oxford
12621,JB01,Clearwater Aero Estates Airport,WI,Oxford
12622,2K2,Air Park South Airport,MO,Ozark
12623,6MO7,Riverside Landings Airport,MO,Ozark
12624,MU70,Skyview Airport,MO,Ozark
12625,MO66,Linden Air Airport,MO,Ozark
12626,36AL,Hidden Springs Airpark,AL,Ozark
12627,US-0715,Etna Airport,AR,Ozark
12628,US-2489,Juno Airport,TX,Ozona
12629,US-4200,Flying W Ranch Airport,TX,Ozona
12630,4TA8,Perry Ranch Airport,TX,Ozona
12631,US-1916,Hackberry Landing Airstrip,TX,Ozona
12632,US-6233,Winchester Ranch Airport,TX,Ozona
12633,US-6805,Pierce Ranch Airport,TX,Ozona
12634,79XA,Hacienda Rio Lindo Ranch Airport,TX,Ozona
12635,HI27,Upper Paauilo Airstrip,HI,Paauilo
12636,04IA,Middlekoop Airport,IA,Packwood
12637,US-6794,Buckle L Ranch East Airport,TX,Paducah
12638,US-0147,Wilson Airport,TX,Paducah
12639,US-0780,Paducah Airport,TX,Paducah
12640,44AZ,Sandhill Ranch Airport,AZ,Page
12641,64G,Page Regional Airport,ND,Page
12642,US-2566,Ja Field,SC,Pageland
12643,HI28,Pahala Airstrip,HI,Pahala
12644,NV54,Flying S Ranch Ultralightport,NV,Pahrump
12645,NV98,Caas Airport,NV,Pahrump
12646,NV00,Valley View Airport,NV,Pahrump
12647,US-3113,Bar B Ranch,CA,Paicines
12648,US-4006,Tucker Gulch Airport,CA,Paicines
12649,9TE7,Flying G H Ranch Airport,TX,Paige
12650,1XA5,Flying Armadillo Field,TX,Paige
12651,OI69,Blackacre Farm Airport,OH,Painesville
12652,05KY,Cartersville Airport,KY,Paint Lick
12653,2KY1,Kitty Hawk Farm Ultralightport,KY,Paint Lick
12654,US-0762,M Sansom Ranch Airport,TX,Paint Rock
12655,US-4755,Painter Field,VA,Painter
12656,9KY9,Paintsville-Prestonsburg-Combs Field,KY,Paintsville
12657,XS35,Trull Airport,TX,Palacios
12658,3XS1,Kubecka Aviation Airport,TX,Palacios
12659,2XS3,Glad Oaks Airport,TX,Palestine
12660,AR17,Burns Aerodrome,AR,Palestine
12661,US-8823,Haynes Flying Service Airport,AR,Palestine
12662,US-8824,Racer's Ag Airport,AR,Palestine
12663,US-8825,Hooker Field,AR,Palestine
12664,US-8570,Flight Trak Airport,CO,Palisade
12665,4NE8,Malone M-Bar Ranch Airport,NE,Palisade
12666,8CL0,Nichols Farms Airport,CA,Palmdale
12667,04CA,Gray Butte Field,CA,Palmdale
12668,AA05,Shelby Strip,AK,Palmer
12669,9AA1,Elk Ranch Airport,AK,Palmer
12670,US-6915,Pams Carrots Airport,AK,Palmer
12671,US-6916,Scott Airport,AK,Palmer
12672,US-7673,Knik River Airport,AK,Palmer
12673,US-7676,Jim Creek Airport,AK,Palmer
12674,AN04,Dorcol Airport,AK,Palmer
12675,14AK,Four Corners Airport,AK,Palmer
12676,34AK,Cardwell Strip,AK,Palmer
12677,39AK,Kroenke Strip,AK,Palmer
12678,3AK2,Niklason Lake Estates Airport,AK,Palmer
12679,5AK6,Colberg Airport,AK,Palmer
12680,5AK9,Grandview Subdivision Airport,AK,Palmer
12681,7AK9,Vinduska Airport,AK,Palmer
12682,97AK,High Ridge Association Airport,AK,Palmer
12683,AK1,Butte Municipal Airport,AK,Palmer
12684,AK50,Sky Ranch At Pioneer Peak Airport,AK,Palmer
12685,AK53,Maud Road Strip Airport,AK,Palmer
12686,AK63,Pat-Mar Strip,AK,Palmer
12687,AK66,Hunter Creek Airport,AK,Palmer
12688,AK88,Eagle Nest Airport,AK,Palmer
12689,AK92,Martin Airport,AK,Palmer
12690,AK93,Grouse Ridge Airport,AK,Palmer
12691,NE12,Sullivan Airstrip,NE,Palmer
12692,08AN,Base Camp Airstrip,AK,"Palmer,"
12693,8PA8,Sunny Rest Airport,PA,Palmerton
12694,GA31,Two Rocks Airport,GA,Palmetto
12695,US-0857,Hidden Hills Ranch Airport,NY,Palmyra
12696,88C,Palmyra Municipal Airport,WI,Palmyra
12697,9WI5,Tamarack Airport,WI,Palmyra
12698,4II6,Gettlefinger Field,IN,Palmyra
12699,5II8,Jacobi Airport,IN,Palmyra
12700,K93M,Rueter Airfield,MO,Palmyra
12701,TA65,Sportsman's World Airport,TX,Palo Pinto
12702,AZ26,Evelyn Field,AZ,Palominas
12703,WT88,Hill Airport,WA,Palouse
12704,WN26,Schoepflin Airport,WA,Palouse
12705,TX13,Mesa Vista Ranch Airport,TX,Pampa
12706,US-0981,Green Acres Airfield,TX,Pampa
12707,16NE,Korver Airport,NE,Panama
12708,US-7151,Whiskey Throttle Field,FL,Panama City
12709,US-1833,Stock Island Airport,FL,Panama City
12710,6C2,Ohio Dusting Co Inc Airport,OH,Pandora
12711,KU55,Panguitch Municipal Airport,UT,Panguitch
12712,UT17,Pfeiler Ranch Airport,UT,Panguitch
12713,3TE5,Stamps Field,TX,Panhandle
12714,55T,Eagles Aerodrome,TX,Panhandle
12715,KT45,Panhandle Carson County Airport,TX,Panhandle
12716,47VT,Cub Field,VT,Panton
12717,VT53,Bailey Airport,VT,Panton
12718,US-5087,Boeing Field,CO,Paonia
12719,16CO,Dry Pen Airport,CO,Parachute
12720,US-5096,Juniper Hills Airport,CO,Parachute
12721,TX37,Flying S Ranch Airport,TX,Paradise
12722,4XS2,Teate Field,TX,Paradise
12723,US-1079,RNW Airport,TX,Paradise
12724,US-5110,Rugowski Aviation Airport,TX,Paradise
12725,IG03,Bluebird Airport,IN,Paragon
12726,US-7887,Russom Ag Air Airport,AR,Paragould
12727,US-8801,Promise Land Farms Airport,AR,Paragould
12728,3AR9,Hog Air Aviation Inc Airport,AR,Paragould
12729,MU00,Samuel L. Clemens Memorial Airport,MO,Paris
12730,MU40,Lake Village Airport,MO,Paris
12731,AR19,Wesson-Davis Field,AR,Paris
12732,US-6783,Whitaker's Landing,TX,Paris
12733,US-7327,Thompson Airport,TX,Paris
12734,US-7557,Ambia Farm Airport,TX,Paris
12735,TT44,Flying H Field,TX,Paris
12736,14KY,Blue Haven Farm Airport,KY,Paris
12737,15KY,Brennan Farm Airport,KY,Paris
12738,31KY,Wild Blue Airport,KY,Paris
12739,50KY,Zanzibar Farm Airport,KY,Paris
12740,52KY,Air Castle Airport,KY,Paris
12741,XS30,Burress Airport,TX,Paris
12742,XS88,Parson Field,TX,Paris
12743,42TN,Oliver Landing Airport,TN,Paris
12744,50TN,Paris Landing Airpark,TN,Paris
12745,39TA,Flying Tigers Airport,TX,Paris
12746,WS06,Springstead Airport,WI,Park Falls
12747,MN86,Sky Manor Aero Estates Airport,MN,Park Rapids
12748,MY24,Falk Private Airport,MN,Park Rapids
12749,97ND,Walser Strip,ND,Park River
12750,TE16,Cow Pasture Airport,TX,Parker
12751,TX74,Thomas Flying Field,TX,Parker
12752,65XS,Birdnest Airport,TX,Parker
12753,US-2123,Rankin Ranch Landing Strip,AZ,Parker
12754,US-3118,Chino Airstrip,AZ,Parker
12755,14KS,G & S Space Port Airport,KS,Parker
12756,5CL7,Gene Wash Reservoir Airport,CA,Parker Dam
12757,9PA0,Lance Airport,PA,Parker Ford
12758,US-8743,Stokes Flying Services Airport,AR,Parkin
12759,US-8936,Lindley Slough Field,AR,Parkin
12760,US-3990,Skyview Ranch Airport,LA,Parks
12761,38LS,Ace Flying Airport,LA,Parks
12762,LA91,Gary Landing Strip Ultralightport,LA,Parks
12763,K8V3,Parkston Municipal Airport,SD,Parkston
12764,NC71,E T Field,NC,Parkton
12765,32NC,Hall Field,NC,Parkton
12766,61NC,Southern Comforts Aerodrome,NC,Parkton
12767,US-5873,Kearney Airport,CA,Parlier
12768,US-1205,Wray Airfield,MO,Parnell
12769,KY74,Parshall Hankins Airport,ND,Parshall
12770,0KS8,Pearce Field,KS,Parsons
12771,8KS5,Blue Sky Airport,KS,Parsons
12772,US-1107,Papas Dream Airport,KS,Parsons
12773,US-1972,Clemens Airport,KS,Parsons
12774,US-4554,Diamond H Airport,KS,Parsons
12775,70NC,Martindale Executive Airpark,NC,Paschall
12776,6WA6,Carr Airport,WA,Pasco
12777,WA24,Pfister's Airport,WA,Pasco
12778,WN33,Columbia Ag 2 Airport,WA,Pasco
12779,US-1628,Halter Ranch Airport,CA,Paso Robles
12780,95CA,Bonel Airport,CA,Paso Robles
12781,33CL,Oak Country Ranch Airport,CA,Paso Robles
12782,US-6205,Addison-Henley Field,MS,Pass Christian
12783,92ME,Buzzport Airport,ME,Passadumkeag
12784,VG16,Landis Airport,VA,Patrick Springs
12785,US-3706,Morse Field,ME,Patten
12786,2NJ1,Jugtown Mountain Airport,NJ,Pattenburg
12787,CN99,Del Mar Farms Airport,CA,Patterson
12788,1GE6,Daystar Strip Airport,GA,Patterson
12789,1TS1,Laas Farm Airport,TX,Pattison
12790,TS44,Dry Branch Ranch Airport,TX,Pattison
12791,US-5717,Kimama Airport,ID,Paul
12792,U99,Laidlaw Corrals Airport,ID,Paul
12793,AZ27,Big Springs Ranch Airport,AZ,Paulden
12794,AZ57,Pilots Rest Airport,AZ,Paulden
12795,US-0740,Big Chino Airstrip,AZ,Paulden
12796,53OH,Charloe Airport,OH,Paulding
12797,54OH,Buehler Airport,OH,Paulding
12798,CL33,Pauma Valley Air Park,CA,Pauma Valley
12799,37CL,Lyall-Roberts Airport,CA,Pauma Valley
12800,LL54,Dunn Airport,IL,Paw Paw
12801,1IS5,Walder's Farm Airport,IL,Paw Paw
12802,2C5,Almena Airport,MI,Paw Paw
12803,OL36,Trophy Ridge Airport,OK,Pawhuska
12804,VT20,Mach Personal Strip,VT,Pawlet
12805,3IS5,Holmes Southeast Airport,IL,Pawnee
12806,8LL7,Donald A. Hamilton Airport,IL,Pawnee
12807,PAXK,Paxson Airport,AK,Paxson
12808,4NE9,Holzfaster's Airport,NE,Paxton
12809,7NE5,Lierley Farms Airport,NE,Paxton
12810,LL32,C D Maulding Airport,IL,Paxton
12811,52IL,Hasselbring Airport,IL,Paxton
12812,71IS,Ted's Place Airport,IL,Paxton
12813,52CN,Ponderosa Sky Ranch Airport,CA,Paynes Creek
12814,MN88,Empire Valley Airport,MN,Paynesville
12815,9LL0,Krutmeier Airport,IL,Payson
12816,80KS,Gilley's Airport,KS,Peabody
12817,US-2674,Sunsites Airport,AZ,Pearce
12818,US-4316,Klusaw Airport,AZ,Pearce
12819,7AZ4,Rancho Relaxo Airport,AZ,Pearce
12820,US-6662,Uncle Curtis Airport,AZ,Pearce
12821,88LL,Block Airport,IL,Pearl City
12822,T79,Skyway Manor Airport,TX,Pearland
12823,XS40,Jay Kay Ranch Airport,TX,Pearsall
12824,US-1488,Monache Meadows Airstrip,CA,Pearsonville
12825,8IL5,O'Connor Field,IL,Pecatonica
12826,IS19,Carlson Restricted Landing Area,IL,Pecatonica
12827,IS78,Early-Merkel Field,IL,Pecatonica
12828,96XA,Gnaws Farm Airport,TX,Pecos
12829,US-1739,Worsham Airport,TX,Pecos
12830,US-1923,White Shark Landing Strip,TX,Pecos
12831,US-2180,Guadalupe Intermediate Field,TX,Pecos
12832,1OH9,Lewis Airport,OH,Peebles
12833,MT87,Oglesby Farms Inc Airport,MT,Peerless
12834,67OK,Flying J Ranch Airport,OK,Peggs
12835,61LL,Smith Restricted Landing Area,IL,Peirron
12836,IN43,Spring Lake Airport,IN,Pekin
12837,US-8627,Jolley Field,MS,Pelahatchie
12838,NH78,Steck Farm Airport,NH,Pelham
12839,7TN1,Krashinsky Airfield,TN,Pelham
12840,1SC1,Lagniappe STOL Field,SC,Pelzer
12841,3NJ1,Pemberton Airport,NJ,Pemberton
12842,US-1025,Maverick Field,WI,Pembine
12843,MA63,Sherman-Private Airport,MA,Pembroke
12844,MA64,Pheasant Field,MA,Pembroke
12845,6IN5,Foghorn Farms Airport,IN,Pendleton
12846,IN31,Hanna Airport,IN,Pendleton
12847,78NY,Flying F Airport,NY,Pendleton
12848,79NY,Smith Airport,NY,Pendleton
12849,OG42,Quail Field,OR,Pendleton
12850,US-7398,Ward Airport,NC,Pendleton
12851,CA21,Limberlost Ranch Airport,CA,Penn Valley
12852,2NJ3,Weidel/Private/ Airport,NJ,Pennington
12853,9PA2,Old Plains Airport,PA,Pennsburg
12854,32CO,Braun Airport,CO,Penrose
12855,US-6781,Hoerr Restricted Landing Area,IL,Peoria
12856,89LL,Norman Airport,IL,Peotone
12857,HI32,Pepeekeo Airstrip,HI,Pepeekeo
12858,25WN,Little Plum Creek Airport,WI,Pepin
12859,AL33,Sturdy Oak Farm Airport,AL,Perdido
12860,MN89,Aerovilla Airport,MN,Perham
12861,61PN,A G A Farms Airport,PA,Perkasie
12862,PS03,Elephant Path Airport,PA,Perkasie
12863,PS54,Gunden Airport,PA,Perkasie
12864,US-7312,Sewell Airport,OK,Perkins
12865,OL55,Blackberry Hill Airport,OK,Perkins
12866,ME88,Morrison's Airport,ME,Perry
12867,7MO1,Wood Acres Airport,MO,Perry
12868,MO11,Barron Aviation Airport,MO,Perry
12869,US-3831,Buell Airport,MO,Perry
12870,US-0115,Jerome Airport,OK,Perry
12871,US-0859,Red Rock South Airport,OK,Perry
12872,SC95,Perry International Airport,SC,Perry
12873,FA32,Circle P Airport,FL,Perry
12874,16UT,Hinrichsen Field,UT,Perry
12875,US-8553,Houston Crop Service Airport,GA,Perry
12876,9PN1,Seitz Field,PA,Perryopolis
12877,US-8378,Little B Farms Airport,TX,Perryton
12878,US-8874,Longhofer Airport,TX,Perryton
12879,0NY8,Wenskoski Field,NY,Perth
12880,IN33,Robison Airport,IN,Peru
12881,IN34,Rush Strip,IN,Peru
12882,83IN,Goodenough Airport,IN,Peru
12883,NY91,Smithfield Airport,NY,Peterboro
12884,OH29,Petersburg Airport,OH,Petersburg
12885,56OH,Richey Airport,OH,Petersburg
12886,71KY,Sunrise Acres Airport,KY,Petersburg
12887,IN03,Alford Airpark,IN,Petersburg
12888,88G,Gradolph Field,MI,Petersburg
12889,WV10,Peterstown Airport,WV,Peterstown
12890,4TX3,Forest Hill Airport,TX,Petty
12891,2CD3,Bijou Springs Ranch Airport,CO,Peyton
12892,2CO1,Cherokee Trail Ranch Airport,CO,Peyton
12893,36CO,Fat Chance Airport,CO,Peyton
12894,US-1882,Oasis Airport,CA,Phelan
12895,US-1883,Antelope Valley Soaring Club Gliderport,CA,Phelan
12896,2AL8,Finkley Farm Airport,AL,Phenix City
12897,49MS,Gray Field,MS,Philadelphia
12898,7MO2,Bevill Airport,MO,Philadelphia
12899,9W3,Simpson Airport,WV,Philippi
12900,1N3,Albert Airport,PA,Philipsburg
12901,1MT6,Bobcat Field,MT,Philipsburg
12902,US-1062,Squaw Rock Airstrip,MT,Philipsburg
12903,3MT9,Willow Airport,MT,Philipsburg
12904,US-7090,Wildcat Field,MT,Philipsburg
12905,2NJ5,Sanduff Farms Landing Field,NJ,Phillipsburg
12906,2NJ6,Markle Airport,NJ,Phillipsburg
12907,US-1815,Sunnyslope Glider Landing Zone,AZ,Phoenix
12908,US-1816,Mountain View Park Glider Landing Zone,AZ,Phoenix
12909,US-4003,14th Street Gliderfield,AZ,Phoenix
12910,NY31,Rabbit Lane Airport,NY,Phoenix
12911,US-0119,Nesspor Airport,PA,Phoenixville
12912,5MS5,Mint Julep Airpark,MS,Picayune
12913,MS48,George Ford Airport,MS,Picayune
12914,MS61,Simpson Field,MS,Picayune
12915,SC75,Oolenoy Valley Airport,SC,Pickens
12916,79OK,Little River Ranch Airport,OK,Pickens
12917,TS54,Flying B Airport,TX,Pickton
12918,83NM,King Ranch Airport,NM,Pie Town
12919,84NM,Nalda Ranch Airport,NM,Pie Town
12920,NM41,Happy Mountain Airport,NM,Pie Town
12921,NM66,Poco Loco Airport,NM,Pie Town
12922,25NM,Dream Catcher Ranch Airport,NM,Pie Town
12923,US-1291,Porcupine Ridge Airport,NM,Pie Town
12924,US-8376,Infinity Landing Airport,SD,Piedmont
12925,US-0064,Hickory Grove STOLport,AL,Piedmont
12926,KPYN,Piedmont Municipal Airport,MO,Piedmont
12927,US-9102,Nilhas Aero Ranch Airport,CO,Pierce
12928,SD57,W L Thompson Airport,SD,Pierre
12929,MY15,Kastanek Airport,MN,Pierz
12930,AL79,Bartlett Ranch Airport,AL,Pike Road
12931,TN66,Austin Field,TN,Pikeville
12932,JY08,Var-Sky Airport,NJ,Pilesgrove
12933,OMU9,Kollmeyer Airport,MO,Pilot Grove
12934,88TT,Shady Lane Ranch Airport,TX,Pilot Point
12935,45OG,Rugg Ranches Airport,OR,Pilot Rock
12936,US-2800,Dublin Landing Strip,AZ,Pima
12937,US-3797,Patterson Landing Strip,AZ,Pima
12938,US-3798,Palmer Farms Airfield,AZ,Pima
12939,US-4541,Wind Blown Airport,AZ,Pima
12940,US-4542,Mud Hollow Airport,AZ,Pima
12941,E37,Flying J Ranch Airport,AZ,Pima
12942,84AL,Blessings Landing Air Ranch,AL,Pinckard
12943,7AL5,Liberty Field Airport,AL,Pinckard
12944,01LL,Schumaier Restricted Landing Area,IL,Pinckneyville
12945,24LL,Lambert Airport,IL,Pinckneyville
12946,5IL2,Panther Field,IL,Pinckneyville
12947,52I,Gross Airport,MI,Pinconning
12948,US-5510,Farm Brothers Flying Service Atkins Lake Airport,AR,Pine Bluff
12949,US-7629,Pointer Airport,AR,Pine Bluff
12950,PS20,Fairview Farm Airfield,PA,Pine Grove
12951,01WY,Keyhole Airport,WY,Pine Haven
12952,K71A,Pine Hill Municipal Airport,AL,Pine Hill
12953,US-7837,Kruger Aviation Ultralight Flightpark,MN,Pine Island
12954,1IN6,Cottingham Airport,IN,Pine Village
12955,47GA,Everidge Airport,GA,Pinehurst
12956,7FD9,Estherbrook Aerodrome,FL,Pinetta
12957,KI16,Kee Field,WV,Pineville
12958,7MO3,B S Ranch Airport,MO,Pineville
12959,65MD,Willow Bee Farm Airfield,MD,Piney Point
12960,US-8113,Pleasant Hill Airport,NC,Pink Hill
12961,4W9,Pink Hill Airport,NC,Pink Hill
12962,US-6591,Cornucopia Ranch Airport,NM,Piñon
12963,46AZ,Piñon Airport,AZ,Piñon
12964,AL16,Turkey Creek Airport,AL,Pinson
12965,7CL8,Geyser Ranch Airport,NV,Pioche
12966,US-2141,Mount Wilson Guest Ranch Airport,NV,Pioche
12967,US-8067,Pioneer Flying Service Airport,LA,Pioneer
12968,9LS1,Bayou Meadows Airport,LA,Pioneer
12969,TA66,Freedom Springs Ranch Airport,TX,Pipe Creek
12970,XS43,Medina River Ranch Airport,TX,Pipe Creek
12971,SN81,Hancock Airport,KS,Piper
12972,LL46,Read Airport,IL,Piper City
12973,4PA8,Russo Airstrip,PA,Pipersville
12974,0OH7,Apple Airport,OH,Piqua
12975,0OH8,Fry Airport,OH,Piqua
12976,1OI9,Mc Colloch's Airport,OH,Piqua
12977,4OA8,Bowman Airport,OH,Piqua
12978,98ND,Sobolik Airport,ND,Pisek
12979,MS08,Harrell Field,MS,Pisgah
12980,US-7825,Aero Dusters Airport,GA,Pitts
12981,II91,Dunbar Field,IN,Pittsboro
12982,K04M,Calhoun County Airport,MS,Pittsboro
12983,1NC1,Ron's Ultralight Field,NC,Pittsboro
12984,9NC8,Eagles Landing Airport,NC,Pittsboro
12985,US-4230,Galichia Airport,KS,Pittsburg
12986,XA23,Richardson Field,TX,Pittsburg
12987,67MO,Ski Harbor Airport,MO,Pittsburg
12988,ME62,Thompson Memorial Field,ME,Pittsfield
12989,23NJ,Alliance Airport,NJ,Pittsgrove
12990,6MD8,Delmarvair Airport,MD,Pittsville
12991,P27,Pixley Airport,CA,Pixley
12992,01CL,Swansboro Country Airport,CA,Placerville
12993,54CN,Akin Airport,CA,Placerville
12994,22ID,Treasure Gulch Airport,ID,Placerville
12995,6OI5,Mitchell Airport,OH,Plain City
12996,US-0111,Boober Airport,OH,Plain City
12997,LL51,Riley's Field,IL,Plainfield
12998,WN09,Bucky's Airpark,WI,Plainfield
12999,5WI2,Plainfield International Airport,WI,Plainfield
13000,8WI2,Runway Leasing Inc Nr 1 Airport,WI,Plainfield
13001,2KS5,Plains Municipal Airport,KS,Plains
13002,7A9,Peterson Field,GA,Plains
13003,85MN,Christison Airport,MN,Plainview
13004,7TA3,Quarterway Airport,TX,Plainview
13005,9TX3,Horan Airport,TX,Plainview
13006,US-8479,Birddog Field,KS,Plainville
13007,CA03,Flying M Airport,CA,Planada
13008,79FD,Midway Lake Airport,FL,Plant City
13009,9FD2,Blackwater Creek Ultralightport,FL,Plant City
13010,US-3394,Hammer Airfield,TX,Plantersville
13011,LS49,Simpson Airport,LA,Plaquemine
13012,6AK1,Platinum Mine Airport,AK,Platinum
13013,K1D3,Platte Municipal Airport,SD,Platte
13014,7MO4,Flintlock Field,MO,Platte City
13015,7MO5,Elton Field,MO,Platte City
13016,1CD2,Tonga Airport,CO,Platteville
13017,3NK5,Secret Spot Airport,NY,Plattsburgh
13018,US-6267,Moncrief Plantation Airport,LA,Plaucheville
13019,US-6268,M&J Flying Services Airport,LA,Plaucheville
13020,US-6269,Dufour Airport,LA,Plaucheville
13021,US-6270,Cloverleaf Airport,LA,Plaucheville
13022,NM86,Playas Air Strip,NM,Playas
13023,Y99,Trulson Field,ND,Plaza
13024,64NC,Fields Airport,NC,Pleasant Garden
13025,59CN,James Brothers Airport,CA,Pleasant Grove
13026,CA07,Scheidel Ranch Airport,CA,Pleasant Grove
13027,25CL,Van Dyke Strip,CA,Pleasant Grove
13028,27CL,Sopwith Farm Airport,CA,Pleasant Grove
13029,US-6491,Pleasant Hill Airport,IL,Pleasant Hill
13030,1OA1,Bashore Airport,OH,Pleasant Hill
13031,83OH,Adams Strip,OH,Pleasant Hill
13032,MO29,Inter-State Airport,MO,Pleasant Hill
13033,43MO,Riordan Airport,MO,Pleasant Hill
13034,14OI,Pleasant Home Gliding Club Gliderport,OH,Pleasant Home
13035,US-8765,Air-Ag Airport,KS,Pleasant Valley
13036,US-0429,Linn County Airport,KS,Pleasanton
13037,US-5034,Robertson Ranch Airport,TX,Pleasanton
13038,7TN0,Blue Bird Field,TN,Pleasantview
13039,8KT8,Cherry Hill Airport,KY,Pleasureville
13040,8WI3,Runway Leasing Inc Number 2 Airport,WI,Plover
13041,II62,Berger Airport,IN,Plymouth
13042,US-5643,Heritage Farm Field,IN,Plymouth
13043,46IN,Ames Field,IN,Plymouth
13044,23IS,Clark Airport,IL,Plymouth
13045,NC7,Donald's Air Park Inc. Airport,NC,Plymouth
13046,27WV,Kurt's Field,WV,Poca
13047,MS71,Slobovia Outernational Airport,MS,Pocahontas
13048,US-7894,Wilson Flying Airport,AR,Pocahontas
13049,US-7895,C and C Flying Services Airport,AR,Pocahontas
13050,3LL9,Compton Airport,IL,Pocahontas
13051,7MD7,Boomers Field,MD,Pocomoke
13052,MD00,Fair's Airport,MD,Pocomoke City
13053,MD57,Beverly Airport,MD,Pocomoke City
13054,TE74,Bucker Field,TX,Point
13055,US-2818,Hay Ranch Airport,CA,Point Arena
13056,US-0884,Bent Hickory Air Ranch Airport,AR,Point Cedar
13057,PALN,Point Lonely Short Range Radar Site Airfield,AK,Point Lonely
13058,0AK9,Falcon Lake Strip,AK,Point Mackenzie
13059,2AK0,MacKenzie Country Airpark,AK,Point Mackenzie
13060,64AK,Carpentiers Strip,AK,Point Mackenzie
13061,6AK2,Sleepers Strip Airport,AK,Point Mackenzie
13062,AK14,Turinsky Airstrip,AK,Point Mackenzie
13063,AK36,Point Mac Airport,AK,Point Mackenzie
13064,50AK,Robin's Landing,AK,Point Mackenzie
13065,US-2893,Point Mackenzie Substation Northwest Airstrip,AK,Point Mackenzie
13066,US-2894,Point Mackenzie Substation North Airstrip,AK,Point Mackenzie
13067,US-2895,Point Mackenzie Substation Northeast Airstrip,AK,Point Mackenzie
13068,AK11,Point Mcintyre Airport,AK,Point Mcintyre
13069,K3I2,Mason County Airport,WV,Point Pleasant
13070,PA05,Monesmith Airport,PA,Point Pleasant
13071,9WI6,Kitty Hawk Estates Airport,WI,Polar
13072,MT60,Langton Airstrip,MT,Polebridge
13073,US-3405,Searight Airport,MT,Polebridge
13074,US-3406,Moose City Airport,MT,Polebridge
13075,US-5606,North Fork Airport,MT,Polebridge
13076,7NE6,Merchant Homestead Airport,NE,Polk
13077,US-8294,Summer Range Airport,PA,Polk
13078,IA48,Kern Field,IA,Polk City
13079,4FD7,Flanders Field,FL,Polk City
13080,US-4965,Cherokee Ranch Airport,FL,Polk City
13081,AR93,Ark-Mo Airport,AR,Pollard
13082,US-7791,Danny's Air Agri Service / Flanigan Aviation Airport,AR,Pollard
13083,US-7793,Hill Aviation Airport,AR,Pollard
13084,SD74,Vander Wal Private Airport,SD,Pollock
13085,KL66,Pollock Municipal Airport,LA,Pollock
13086,13NC,Oak Grove Marine Corps Outlying Field,NC,Pollocksville
13087,1NC4,Bell Strip,NC,Pollocksville
13088,37MO,Mayes Homestead Airport,MO,Polo
13089,00IL,Hammer Airport,IL,Polo
13090,LL55,Gentry Airport,IL,Polo
13091,58WA,Dye Seed Ranch Airport,WA,Pomeroy
13092,OI59,Miller Airport,OH,Pomeroy
13093,40KS,Chanay Airport,KS,Pomona
13094,78FL,Pomona Landing Airport,FL,Pomona Park
13095,US-1128,Ponca Int Airport,AR,Ponca
13096,27OK,Thomas Landing Airport,OK,Ponca City
13097,OK49,Secrest Ranch Airport,OK,Ponca City
13098,OL21,Eagles Landing Ultralight Flightpark,OK,Ponca City
13099,32LS,Stevens Strip,LA,Ponchatoula
13100,44LS,Sheridan's Strip,LA,Ponchatoula
13101,2K1,Pond Creek Municipal Airport,OK,Pond Creek
